City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,saint-philippe,-21.3585,55.7679,25.77,83,100,3.62,RE,1711835265
290,uturoa,-16.7333,-151.4333,28.96,77,73,8.8,PF,1711835265
291,buala,-8.145,159.5921,28.56,79,92,2.59,SB,1711835265
292,bonthe,7.5264,-12.505,25.7,78,79,2.7,SL,1711835266
293,lompoc,34.6391,-120.4579,15.23,73,100,5.81,US,1711835266
294,ghat,24.9647,10.1728,25.29,7,27,1.33,LY,1711835266
295,leticia,-4.2153,-69.9406,26.03,94,40,2.57,CO,1711835267
296,metsemotlhaba,-24.5514,25.8031,20.97,62,100,3.82,BW,1711835267
297,twon-brass,4.3151,6.2418,29.04,80,27,6.45,NG,1711835267
298,ihosy,-22.4,46.1167,21.32,71,72,1.9,MG,1711835043
299,pitimbu,-7.4706,-34.8086,27.33,85,100,2.73,BR,1711835268
300,alice springs,-23.7,133.8833,21.79,89,100,1.54,AU,1711835148
301,sao jose da coroa grande,-8.8978,-35.1478,24.55,89,100,1.99,BR,1711835269
302,egilsstadir,65.2653,-14.3948,-2.05,93,100,9.77,IS,1711835269
303,sabana grande de boya,18.945,-69.7933,25.22,82,71,4.39,DO,1711835270
304,gejiu,23.306,103.1635,11.88,62,99,0.55,CN,1711835270
305,wynyard,-41.0,145.7167,15.58,86,99,3.66,AU,1711835270
306,hamilton,39.1834,-84.5333,25.97,43,40,7.72,US,1711835271
307,rosarito,32.3333,-117.0333,11.93,88,100,1.44,MX,1711835172
308,mejit,10.2753,170.8646,27.13,82,36,9.16,MH,1711835271
309,lionel town,17.8101,-77.2406,31.06,67,66,3.37,JM,1711835272
310,guerrero negro,27.9769,-114.0611,20.4,51,100,5.01,MX,1711835272
311,champerico,14.3,-91.9167,35.3,61,0,5.82,GT,1711835272
312,akdepe,42.0551,59.3788,6.05,45,65,4.55,TM,1711835273
313,suntar,62.1444,117.6319,-29.9,100,80,1.56,RU,1711835273
314,polyarnyy,69.1989,33.4478,-5.24,89,100,1.98,RU,1711835273
315,lysekil,58.2743,11.4358,10.06,81,100,0.45,SE,1711835274
316,jemna,33.5778,9.0147,24.21,16,24,3.82,TN,1711835275
317,silute,55.3489,21.4831,12.1,83,100,5.07,LT,1711835275
318,goure,13.9835,10.2704,30.42,10,100,3.56,NE,1711835275
319,howard springs,-12.497,131.047,25.95,96,98,2.15,AU,1711835276
320,cabo san lucas,22.8909,-109.9124,28.12,56,40,8.75,MX,1711835143
321,ouezzane,34.7971,-5.5822,12.28,94,100,5.87,MA,1711835276
322,tsiombe,-25.3,45.4833,22.31,88,25,3.91,MG,1711835277
323,arraial do cabo,-22.9661,-42.0278,24.98,83,0,8.75,BR,1711835277
324,chongwe,-15.3292,28.682,19.03,69,22,1.96,ZM,1711835277
325,nelson bay,-32.7167,152.15,21.67,98,68,2.24,AU,1711835189
326,harda khas,22.3333,77.1,28.95,35,3,0.27,IN,1711835278
327,yinchuan,38.4681,106.2731,12.5,23,30,1.1,CN,1711835278
328,yermakovskoye,53.2831,92.4003,3.12,84,96,4.05,RU,1711835279
329,caleta de carquin,-11.0925,-77.6267,24.29,79,100,5.02,PE,1711835279
330,siavonga,-16.5382,28.7088,25.42,58,48,2.52,ZM,1711835279
331,homer,59.6425,-151.5483,4.87,87,100,3.6,US,1711835280
332,nantucket,41.2835,-70.0995,11.16,61,0,11.32,US,1711834993
333,curillo,1.0333,-75.9191,27.43,80,88,0.98,CO,1711835281
334,berdigestyakh,62.0989,126.6992,-30.44,100,100,1.23,RU,1711835281
335,san nicolas,18.1725,120.5953,25.95,94,40,1.54,PH,1711835281
336,nogliki,51.8333,143.1667,-0.37,90,100,5.36,RU,1711835282
337,santa catarina juquila,16.2333,-97.3,28.2,33,15,3.54,MX,1711835282
338,n'zeto,-7.2312,12.8666,27.45,90,99,3.08,AO,1711835282
339,fresno,36.6666,-119.8343,18.56,46,75,5.66,US,1711835074
340,kavaratti,10.5669,72.642,28.3,75,38,2.79,IN,1711835283
341,valparaiso,-33.0393,-71.6273,28.13,56,0,6.17,CL,1711835035
342,qamdo,31.1667,97.2333,-0.07,60,100,2.28,CN,1711835284
343,roma,43.2128,-75.4557,8.31,44,0,6.17,US,1711835284
344,rio gallegos,-51.6226,-69.2181,9.03,46,40,10.8,AR,1711835254
345,coruripe,-10.1256,-36.1756,24.73,88,100,1.11,BR,1711835083
346,alofi,-19.0595,-169.9187,30.94,74,75,3.09,NU,1711835285
347,trujillo,-8.116,-79.03,22.98,83,99,5.14,PE,1711835001
348,acapulco de juarez,16.8634,-99.8901,28.9,65,0,6.17,MX,1711835156
349,labrador city,52.9463,-66.9114,1.77,91,100,3.6,CA,1711835112
350,newman,37.3138,-121.0208,18.36,58,33,1.79,US,1711835286
351,coquimbo,-29.9533,-71.3436,17.85,82,75,5.66,CL,1711835191
352,broken hill,-31.95,141.4333,22.57,78,100,2.27,AU,1711835287
353,el obeid,13.1842,30.2167,25.29,13,100,5.47,SD,1711835287
354,rio piracicaba,-19.9292,-43.1742,22.0,95,100,0.31,BR,1711835288
355,lincoln,40.8,-96.667,14.45,48,0,5.14,US,1711834992
356,bardai,11.65,7.2333,30.72,13,25,2.72,NG,1711835289
357,chasiv yar,48.5935,37.8572,10.93,58,100,2.89,UA,1711835289
358,namibe,-15.1961,12.1522,23.56,82,95,2.2,AO,1711835289
359,ust'-talovka,50.5493,81.85,1.67,80,100,3.14,KZ,1711835290
360,kenai,60.5544,-151.2583,3.05,100,100,7.2,US,1711835290
361,aykhal,66.0,111.5,-16.06,97,100,8.61,RU,1711835290
362,paita,-5.0892,-81.1144,24.15,75,78,6.97,PE,1711835291
363,acarau,-2.8856,-40.12,26.74,83,100,2.25,BR,1711835291
364,les cayes,18.2,-73.75,25.88,76,75,3.31,HT,1711835292
365,kayangel,8.0823,134.7173,27.97,74,99,8.04,PW,1711835292
366,oodweyne,9.4092,45.064,24.9,34,5,3.25,SO,1711835292
367,colonia,50.9333,6.95,11.65,82,0,2.06,DE,1711835055
368,linhares,-19.3911,-40.0722,24.77,94,100,2.23,BR,1711835115
369,ciudad acuna,29.3232,-100.9522,30.79,41,0,5.14,MX,1711835293
370,mili,6.0815,171.735,28.12,80,60,8.69,MH,1711835294
371,penzance,50.1186,-5.5371,10.38,83,100,10.79,GB,1711835294
372,osmaniye,37.0742,36.2478,18.86,45,44,2.06,TR,1711835294
373,jayapura,-2.5333,140.7,24.66,88,93,1.27,ID,1711835295
374,kincardine,56.0667,-3.7167,6.99,85,19,0.81,GB,1711835295
375,punta del este,-34.9667,-54.95,26.06,83,0,1.03,UY,1711835295
376,portsmouth,50.799,-1.0913,8.87,84,98,2.24,GB,1711835296
377,luderitz,-26.6481,15.1594,16.55,89,17,0.6,NA,1711835296
378,takai,11.5833,9.1167,30.91,13,75,1.93,NG,1711835296
379,makar'yev,57.8797,43.8069,3.3,97,100,3.25,RU,1711835297
380,waingapu,-9.6567,120.2641,25.72,80,18,1.91,ID,1711835198
381,santa helena de goias,-17.8136,-50.5969,25.22,81,96,1.85,BR,1711835298
382,zapolyarnyy,69.4154,30.8136,-5.4,97,100,1.97,RU,1711835298
383,kamianske,48.5113,34.6021,11.54,57,75,4.8,UA,1711835298
384,playa del ingles,27.7567,-15.5787,19.86,75,5,2.38,ES,1711835289
385,crane,31.3974,-102.3501,28.54,10,100,1.42,US,1711835299
386,huetor-tajar,37.1873,-4.0586,11.57,90,83,2.9,ES,1711835299
387,fuglafjordur,62.244,-6.814,5.26,91,100,5.84,FO,1711835300
388,kalmunai,7.4167,81.8167,26.42,84,84,1.51,LK,1711835300
389,pangody,65.85,74.4859,-14.13,93,98,8.05,RU,1711835300
390,leava,-14.3,-178.1667,28.0,74,100,4.35,WF,1711835301
391,zakynthos,37.7914,20.8953,14.24,79,9,4.8,GR,1711835301
392,saldanha,-33.0117,17.9442,22.03,62,7,2.15,ZA,1711835302
393,bathsheba,13.2167,-59.5167,28.34,74,75,5.14,BB,1711835302
394,port alfred,-33.5906,26.891,19.54,91,46,0.89,ZA,1711835302
395,boa vista,2.8197,-60.6733,30.99,55,75,6.69,BR,1711835246
396,komsomol'skiy,43.9783,46.6985,10.2,92,76,4.7,RU,1711835303
397,tuy hoa,13.0833,109.3,24.25,89,91,2.05,VN,1711835303
398,navapolatsk,55.5363,28.6424,8.14,84,37,1.15,BY,1711835304
399,dom pedrito,-30.9828,-54.6731,23.61,59,0,1.11,BR,1711835304
400,afaahiti,-17.75,-149.2833,27.93,81,73,9.74,PF,1711835305
401,zakrzow,49.8256,19.6497,15.71,75,23,3.12,PL,1711835305
402,marco island,25.9363,-81.7157,26.69,44,75,4.63,US,1711835305
403,soio,-6.1349,12.3689,27.8,87,88,2.23,AO,1711835306
404,rio grande,-32.035,-52.0986,26.06,82,0,3.42,BR,1711835076
405,samfya,-11.3649,29.5565,19.98,91,99,3.94,ZM,1711835306
406,dalton,34.7698,-84.9702,24.82,33,0,3.09,US,1711835008
407,mil'kovo,55.6078,37.7956,8.52,95,96,3.41,RU,1711835307
408,plettenberg bay,-34.0527,23.3716,20.81,70,62,1.76,ZA,1711835307
409,mount gambier,-37.8333,140.7667,13.02,83,3,2.66,AU,1711835088
410,wad medani,14.4012,33.5199,29.58,12,100,6.52,SD,1711835308
411,augustow,53.8432,22.9798,13.76,79,79,3.4,PL,1711835308
412,bimbo,4.2567,18.4158,27.29,45,33,1.46,CF,1711835309
413,bagan,54.1001,77.6646,-1.24,91,96,7.07,RU,1711835309
414,diego de almagro,-26.3667,-70.05,26.15,33,52,3.7,CL,1711835189
415,keflavik,64.0049,-22.5624,-1.05,69,20,12.35,IS,1711835310
416,lensk,60.7253,114.9278,-26.48,100,12,1.55,RU,1711835310
417,kilindoni,-7.9139,39.6668,28.19,78,26,3.12,TZ,1711835310
418,nouadhibou,20.931,-17.0347,18.99,72,65,6.69,MR,1711835311
419,puerto real,36.5282,-6.1901,16.09,72,40,6.17,ES,1711835311
420,deqen,29.9618,90.7188,2.27,74,76,0.69,CN,1711835311
421,yaren,-0.5472,166.916,28.11,80,47,7.82,NR,1711835312
422,ca mau,9.1769,105.15,25.86,87,85,0.85,VN,1711835312
423,praia da vitoria,38.7333,-27.0667,12.64,82,40,11.95,PT,1711835312
424,bei'an,24.5399,109.533,22.85,91,93,1.11,CN,1711835313
425,toliara,-23.35,43.6667,23.23,85,0,5.04,MG,1711835313
426,faxinal,-24.0003,-51.3194,21.52,55,58,0.93,BR,1711835313
427,naama,33.2667,-0.3167,16.63,47,35,5.51,DZ,1711835314
428,robore,-18.3333,-59.75,26.98,73,99,1.05,BO,1711835314
429,klyuchi,52.2667,79.1667,-0.76,87,21,4.96,RU,1711835314
430,ilgin,38.2792,31.9139,13.93,48,96,1.58,TR,1711835315
431,coronel dorrego,-38.7187,-61.2873,16.08,41,89,3.07,AR,1711835315
432,manokwari,-0.8667,134.0833,26.53,75,100,1.51,ID,1711835315
433,sultanah,24.4926,39.5857,23.25,53,20,8.23,SA,1711835316
434,ziro,27.6333,93.8333,10.13,97,90,0.84,IN,1711835316
435,mchinji,-13.7984,32.8802,16.04,92,84,1.81,MW,1711835316
436,stabat,3.761,98.4513,25.11,96,100,0.98,ID,1711835317
437,villa gesell,-37.2639,-56.973,18.36,49,98,7.59,AR,1711835142
438,zag,46.9441,99.165,-0.78,58,96,1.46,MN,1711835317
439,pacific grove,36.6177,-121.9166,15.86,71,40,4.47,US,1711835202
440,latehar,23.75,84.5,25.92,41,13,1.8,IN,1711835319
441,khanpur,28.6453,70.6567,21.57,53,3,4.36,PK,1711835320
442,bibiani,6.4635,-2.3194,25.82,84,83,1.06,GH,1711835321
443,boguchany,58.3814,97.4531,1.03,100,100,3.13,RU,1711835321
444,the pas,53.8251,-101.2541,-1.99,80,100,3.6,CA,1711835321
445,pamandzi,-12.7967,45.2794,28.88,79,0,4.63,YT,1711835322
446,kathu,7.9178,98.3332,29.83,75,55,2.59,TH,1711835322
447,morehead city,34.7229,-76.726,24.01,65,0,8.23,US,1711835322
448,mukalla,14.5425,49.1242,26.13,69,11,2.67,YE,1711835323
449,revda,56.801,59.9303,0.98,97,100,4.64,RU,1711835323
450,gurupi,-11.7292,-49.0686,25.87,85,100,1.55,BR,1711835229
451,manta,-0.95,-80.7333,30.88,78,40,4.92,EC,1711835258
452,usogorsk,63.4106,48.6872,-1.85,95,100,3.41,RU,1711835324
453,smidovich,48.6,133.8167,-3.18,82,32,4.71,RU,1711835324
454,gadzhiyevo,69.2551,33.3362,-5.51,90,100,1.9,RU,1711835325
455,kemin,42.7846,75.6892,1.75,99,100,2.22,KG,1711835325
456,vakarai,55.6035,23.8213,8.29,81,61,3.38,LT,1711835325
457,touros,-5.1989,-35.4608,26.37,85,100,1.41,BR,1711835256
458,dongning,44.0622,131.1207,-0.2,46,2,4.63,CN,1711835326
459,fallon,39.4735,-118.7774,5.93,85,100,6.69,US,1711835326
460,wenchang,30.904,118.4887,14.42,85,100,4.24,CN,1711835327
461,midelt,32.6852,-4.7451,10.43,70,94,10.47,MA,1711835327
462,recreo,-29.2818,-65.061,35.58,30,62,6.4,AR,1711835327
463,moapa valley,36.5805,-114.4703,16.48,56,99,14.96,US,1711835040
464,yuzhno-kurilsk,44.0306,145.8556,0.76,79,97,5.86,RU,1711835328
465,alaghsas,17.0187,8.0168,32.69,9,100,4.85,NE,1711835328
466,fisterra,42.9049,-9.2629,7.08,67,95,5.74,ES,1711835329
467,okha,53.5739,142.9478,-0.93,96,100,8.29,RU,1711835329
468,san antonio de pale,-1.4014,5.6325,28.9,80,59,5.73,GQ,1711835330
469,shiguai,40.7058,110.2856,6.2,33,15,1.1,CN,1711835330
470,hue,16.4667,107.6,24.06,94,40,0.51,VN,1711835330
471,kuala terengganu,5.3302,103.1408,26.97,94,20,0.0,MY,1711835331
472,sanctuary point,-35.1114,150.629,22.08,85,48,1.79,AU,1711835331
473,nha trang,12.25,109.1833,25.0,87,100,1.73,VN,1711835331
474,tyukalinsk,55.8732,72.1967,0.44,98,100,5.23,RU,1711835332
475,kargopol',61.5071,38.9456,0.26,98,100,2.64,RU,1711835332
476,mount hagen,-5.8581,144.2274,15.42,100,75,1.54,PG,1711835332
477,itoman,26.1247,127.6694,21.16,94,40,2.57,JP,1711835333
478,la sarre,48.8002,-79.1996,-0.77,74,100,3.5,CA,1711835333
479,antalaha,-14.9003,50.2788,24.22,92,20,1.72,MG,1711835333
480,kingaroy,-26.5333,151.8333,19.46,83,57,2.92,AU,1711835334
481,serdar,38.9764,56.2757,14.78,29,100,5.39,TM,1711835334
482,brookings,44.3114,-96.7984,4.69,72,0,3.09,US,1711835334
483,cardenas,23.0375,-81.2047,26.42,52,0,8.52,CU,1711835335
484,boende,-0.2167,20.8667,25.32,79,88,0.79,CD,1711835335
485,pangai,-19.8,-174.35,28.06,89,75,2.57,TO,1711835336
486,san juan,-31.5375,-68.5364,27.81,26,0,6.28,AR,1711835190
487,mahibadhoo,3.7833,72.9667,28.61,72,3,1.96,MV,1711835336
488,zapadnaya dvina,56.259,32.0745,5.5,88,92,0.5,RU,1711835337
489,ruiz,21.95,-105.15,33.84,21,8,5.23,MX,1711835337
490,bagalkot,16.1833,75.7,30.01,43,82,1.66,IN,1711835338
491,baneh,35.9975,45.8853,7.56,50,1,0.4,IR,1711835338
492,graaff-reinet,-32.2522,24.5308,23.0,46,0,2.21,ZA,1711835338
493,nuku'alofa,-21.1333,-175.2,27.19,83,75,2.06,TO,1711835198
494,montepuez,-13.1256,38.9997,19.8,92,81,2.16,MZ,1711835339
495,labasa,-16.4167,179.3833,26.15,87,100,2.97,FJ,1711835340
496,sao joao da barra,-21.6403,-41.0511,24.05,92,98,3.52,BR,1711835340
497,sioux falls,43.55,-96.7003,6.92,55,75,2.06,US,1711835282
498,torghay,49.6339,63.4981,-1.4,84,25,3.2,KZ,1711835341
499,senanga,-16.1167,23.2667,19.67,89,98,3.16,ZM,1711835341
500,kill devil hills,36.0307,-75.676,22.0,53,0,6.69,US,1711835099
501,furukawa,38.5717,140.9556,7.99,83,82,2.43,JP,1711835342
502,zvishavane,-20.3267,30.0665,17.72,87,81,3.69,ZW,1711835342
503,kashgar,39.4547,75.9797,14.56,13,0,9.0,CN,1711835343
504,mitu,1.1983,-70.1733,24.0,94,98,2.39,CO,1711835344
505,cestos city,5.46,-9.5828,27.23,85,98,1.27,LR,1711835345
506,undurkhaan,47.3194,110.6556,-13.37,88,38,0.26,MN,1711835253
507,borovskoy,53.8,64.15,-4.02,91,60,3.55,KZ,1711835345
508,atar,20.5169,-13.0499,24.32,21,0,3.06,MR,1711835346
509,braslaw,55.644,27.0455,8.61,81,35,2.0,BY,1711835346
510,valbo,60.65,17.0333,3.36,94,100,0.83,SE,1711835346
511,tual,-5.6667,132.75,28.92,73,81,4.08,ID,1711835347
512,matoury,4.8483,-52.3317,27.98,83,0,3.09,GF,1711835075
513,riyadh,24.6877,46.7219,20.08,31,100,5.81,SA,1711835097
514,pea ridge,38.414,-82.3199,24.43,66,77,6.28,US,1711835348
515,steinkjer,64.193,11.3851,1.52,93,98,1.31,NO,1711835348
516,nuuk,64.1835,-51.7216,-1.66,69,62,4.12,GL,1711835228
517,vernon,50.2581,-119.2691,12.35,35,100,1.54,CA,1711835218
518,bandarbeyla,9.4942,50.8122,26.99,71,52,3.76,SO,1711835349
519,bude,50.8243,-4.5413,9.44,84,95,2.68,GB,1711835153
520,atamyrat,37.8357,65.2106,11.3,58,17,7.28,TM,1711835350
521,prince rupert,54.3161,-130.3201,7.83,76,100,2.06,CA,1711835350
522,gwadar,25.1216,62.3254,24.24,63,38,2.64,PK,1711835351
523,velingrad,42.0272,23.9957,10.49,74,8,3.12,BG,1711835351
524,brooksville,28.5553,-82.3879,27.59,48,0,6.69,US,1711835351
525,sao miguel do araguaia,-13.275,-50.1628,26.29,79,100,0.62,BR,1711835077
526,bombarral,39.2672,-9.158,12.31,88,75,3.34,PT,1711835352
527,forster,-32.1667,152.5167,17.99,97,76,1.58,AU,1711835352
528,ceerigaabo,10.6162,47.368,17.41,61,5,3.96,SO,1711835353
529,bunia,1.5667,30.25,19.59,92,98,0.64,CD,1711835353
530,buta,2.7858,24.73,23.8,88,99,1.88,CD,1711835353
531,labytnangi,66.6572,66.4183,-19.35,87,30,3.89,RU,1711835354
532,alamosa,37.4695,-105.87,14.99,18,0,9.77,US,1711835354
533,kouroussa,10.65,-9.8833,33.22,27,57,2.39,GN,1711835355
534,mayuge,0.4597,33.4803,19.99,92,100,0.53,UG,1711835355
535,tyukhtet,56.5389,89.3011,0.61,89,90,5.26,RU,1711835355
536,zvornik,44.3869,19.1014,22.36,37,37,5.86,BA,1711835356
537,malvan,16.0667,73.4667,26.73,74,40,4.82,IN,1711835356
538,arkalyk,50.2486,66.9114,-7.16,97,92,4.45,KZ,1711835356
539,san pedro,14.35,121.0167,25.66,80,20,2.57,PH,1711835357
540,aleksandrovsk-sakhalinskiy,50.8975,142.1561,0.31,98,100,4.5,RU,1711835357
541,dawei,14.0833,98.2,24.09,59,43,1.03,MM,1711835357
542,huarmey,-10.0681,-78.1522,24.68,79,100,4.69,PE,1711835358
543,yanykurgan,43.915,67.2481,4.75,59,22,1.95,KZ,1711835358
544,diepsloot,-25.9308,28.0123,19.44,78,61,2.75,ZA,1711835359
545,pandan,14.0453,124.1694,25.45,88,100,3.44,PH,1711835359
546,darovskoy,58.77,47.9564,2.3,99,100,2.98,RU,1711835359
547,pasuquin,18.3328,120.6177,25.97,94,40,1.54,PH,1711835360
548,guiuan,11.0333,125.7247,27.72,77,11,7.19,PH,1711835360
549,vilhena,-12.7406,-60.1458,24.12,88,75,5.14,BR,1711835225
550,antonio enes,-16.2325,39.9086,25.1,82,32,3.91,MZ,1711835361
551,belomorsk,64.5232,34.7668,-2.19,98,100,0.85,RU,1711835361
552,monterey,36.2505,-121.2516,12.88,61,100,5.59,US,1711835362
553,petrolina,-9.3986,-40.5008,32.03,51,75,1.03,BR,1711835149
554,talara,-4.5772,-81.2719,29.42,58,0,8.23,PE,1711835245
555,kulu,39.0951,33.0799,14.55,52,100,1.36,TR,1711835363
556,niquelandia,-14.4739,-48.4597,24.24,86,99,1.27,BR,1711835363
557,kokshetau,53.2775,69.3883,-1.34,80,74,6.59,KZ,1711835364
558,laguna,38.421,-121.4238,16.28,65,75,3.6,US,1711835223
559,uruacu,-14.5247,-49.1408,24.24,90,100,1.0,BR,1711835365
560,gobabis,-22.45,18.9667,18.29,81,100,0.61,NA,1711835365
561,hard bargain,26.3167,-77.5667,21.36,53,28,3.88,BS,1711835365
562,sarandi del yi,-33.35,-55.6333,22.97,65,54,0.87,UY,1711835366
563,basoko,1.2391,23.616,22.53,96,100,2.47,CD,1711835366
564,portland,45.5234,-122.6762,19.89,35,20,6.17,US,1711834893
565,westport,41.1415,-73.3579,16.16,29,0,5.66,US,1711835367
566,baranivka,50.2969,27.6622,12.93,66,39,2.86,UA,1711835368
567,norrtalje,59.758,18.705,6.35,81,100,2.43,SE,1711835368
568,tannum sands,-23.9504,151.3693,22.94,83,100,3.09,AU,1711835368
569,uzhur,55.3036,89.8339,1.37,87,81,2.86,RU,1711835369
570,kennewick,46.2113,-119.1372,17.78,35,20,3.09,US,1711835369
571,eureka,40.8021,-124.1637,16.78,65,98,1.79,US,1711835196
572,ghanzi,-21.5667,21.7833,21.45,56,100,1.66,BW,1711835370
573,saint-paul,-21.0096,55.2707,26.06,81,100,1.6,RE,1711835370
574,el calafate,-50.3408,-72.2768,6.96,66,19,4.22,AR,1711835205
575,iaciara,-14.0958,-46.6317,25.36,79,87,0.26,BR,1711835371
576,kalkaman,51.9525,76.0211,-0.63,86,89,5.92,KZ,1711835371
577,camana,-16.6228,-72.7111,23.22,79,65,2.65,PE,1711835372
578,gornozavodsk,58.3758,58.3211,0.73,100,100,3.25,RU,1711835372
579,fortuna,40.5982,-124.1573,16.63,64,0,5.14,US,1711835372
580,jalor,25.35,72.6167,22.08,40,5,3.19,IN,1711835373
581,hengyang,26.8881,112.615,21.14,88,75,2.92,CN,1711835373
